id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
2081,Male,47,1,32.0,0,< 1 Year,No,54356.21,90.0,268
8118,Male,61,1,22.0,0,> 2 Years,Yes,38778.13,142.0,23
11726,Male,23,1,4.0,0,< 1 Year,No,69326.16,74.0,7
13484,Male,26,1,24.0,1,< 1 Year,Yes,63518.4,82.0,184
16807,Female,40,1,8.0,1,> 2 Years,No,37297.24,71.0,143
18257,Female,62,1,9.0,1,1-2 Year,Yes,69767.3,21.0,209
16747,Male,45,1,26.0,1,1-2 Year,No,45626.89,153.0,245
11454,Male,33,1,23.0,1,< 1 Year,No,41690.18,69.0,224
5720,Female,56,1,6.0,0,1-2 Year,Yes,58834.2,78.0,50
8169,Female,49,1,14.0,0,> 2 Years,Yes,20663.82,87.0,117
16200,Female,19,1,39.0,1,> 2 Years,No,53608.49,131.0,282
18938,Male,19,1,9.0,0,1-2 Year,No,58314.86,113.0,112
18643,Female,62,1,48.0,0,> 2 Years,Yes,76411.84,45.0,251
487,Male,19,0,20.0,1,> 2 Years,No,75889.43,23.0,144
757,Female,63,1,33.0,1,> 2 Years,Yes,41178.75,40.0,74
6044,Male,45,1,18.0,0,< 1 Year,Yes,38165.49,63.0,134
18343,Male,31,1,30.0,1,1-2 Year,No,32325.59,91.0,25
17662,Male,52,1,24.0,1,< 1 Year,No,45032.97,116.0,134
3451,Female,38,1,28.0,1,1-2 Year,No,35788.96,92.0,278
17401,Female,40,0,42.0,1,> 2 Years,No,40906.79,86.0,237
7611,Male,26,1,29.0,0,< 1 Year,Yes,73576.47,66.0,156
3517,Male,29,0,18.0,1,1-2 Year,Yes,59646.98,112.0,119
8853,Male,23,1,10.0,1,> 2 Years,Yes,20866.85,156.0,286
19746,Female,64,1,32.0,0,1-2 Year,Yes,42095.0,57.0,262
18994,Female,43,1,46.0,0,1-2 Year,No,21413.1,62.0,188
14618,Male,53,1,3.0,1,> 2 Years,Yes,50640.36,46.0,44
16617,Male,62,1,2.0,1,> 2 Years,No,76113.59,16.0,98
10590,Female,37,1,10.0,0,< 1 Year,Yes,65467.32,40.0,50
13673,Male,59,1,8.0,0,1-2 Year,Yes,48656.14,23.0,18
14898,Male,30,1,25.0,0,< 1 Year,No,24177.37,26.0,255
9835,Male,19,1,35.0,0,< 1 Year,Yes,77536.08,142.0,133
14517,Female,67,1,31.0,1,< 1 Year,No,43993.35,60.0,177
10737,Female,51,1,16.0,1,1-2 Year,Yes,56913.23,97.0,128
2792,Male,21,1,17.0,1,> 2 Years,No,72217.16,44.0,83
12736,Female,59,1,47.0,0,1-2 Year,Yes,38090.18,132.0,140
7508,Female,25,1,32.0,0,< 1 Year,No,24802.48,4.0,219
10467,Male,32,1,45.0,0,> 2 Years,No,22294.69,131.0,177
19324,Female,55,1,7.0,1,< 1 Year,Yes,36152.32,97.0,117
6188,Female,66,1,5.0,0,> 2 Years,Yes,64075.34,89.0,70
15007,Male,49,1,8.0,0,> 2 Years,Yes,31415.26,141.0,35
14878,Female,37,1,51.0,1,> 2 Years,No,45339.53,18.0,273
7341,Male,44,1,25.0,1,1-2 Year,Yes,61484.19,78.0,189
4788,Male,45,1,17.0,0,1-2 Year,Yes,54739.91,71.0,16
17096,Male,21,1,17.0,0,< 1 Year,Yes,50700.86,158.0,102
4904,Male,65,0,36.0,1,> 2 Years,No,50924.16,96.0,210
6586,Male,22,1,17.0,0,> 2 Years,Yes,78919.23,64.0,66
18777,Female,50,1,50.0,1,< 1 Year,Yes,42437.07,13.0,217
19300,Male,49,1,25.0,1,1-2 Year,No,41975.6,37.0,298
9947,Male,46,1,34.0,0,1-2 Year,Yes,40144.87,16.0,96
18749,Female,22,1,39.0,0,> 2 Years,No,24201.13,38.0,276
10566,Male,65,1,4.0,0,< 1 Year,No,56282.88,69.0,82
13413,Male,35,1,19.0,1,< 1 Year,No,53799.46,111.0,273
7857,Male,69,1,25.0,1,> 2 Years,No,74828.13,20.0,7
14816,Female,21,0,2.0,0,1-2 Year,No,28060.9,73.0,155
7541,Male,44,0,46.0,1,< 1 Year,No,42508.17,63.0,224
7483,Male,30,1,10.0,1,1-2 Year,No,23382.36,109.0,47
7318,Male,51,1,39.0,0,1-2 Year,Yes,71906.59,155.0,111
1176,Male,42,1,50.0,0,1-2 Year,No,71933.93,99.0,3
16964,Female,66,0,52.0,0,> 2 Years,Yes,69605.54,25.0,284
2958,Male,36,1,27.0,1,< 1 Year,No,36599.2,45.0,75
5988,Female,25,1,35.0,0,< 1 Year,No,20492.86,93.0,136
9353,Male,64,1,20.0,0,1-2 Year,Yes,54398.52,45.0,114
2298,Male,56,1,9.0,0,> 2 Years,Yes,67203.55,55.0,21
9498,Female,50,1,10.0,1,< 1 Year,Yes,50640.54,83.0,186
12453,Female,42,1,52.0,0,1-2 Year,No,25822.41,158.0,97
12666,Female,62,1,3.0,1,1-2 Year,No,65301.13,83.0,89
17708,Female,58,1,14.0,1,1-2 Year,No,43106.74,96.0,48
2496,Female,51,1,43.0,0,< 1 Year,Yes,24308.29,59.0,191
3458,Male,68,0,25.0,1,< 1 Year,No,39705.83,2.0,240
11594,Male,52,1,20.0,0,> 2 Years,Yes,59409.38,46.0,35
13912,Female,62,1,27.0,0,> 2 Years,Yes,32443.44,59.0,270
2061,Male,18,1,32.0,1,> 2 Years,Yes,77823.88,99.0,139
9421,Male,22,1,40.0,0,1-2 Year,No,42206.66,111.0,218
8658,Female,58,1,13.0,1,> 2 Years,No,72408.03,123.0,183
5855,Male,44,1,24.0,1,> 2 Years,No,34151.89,93.0,30
17557,Female,18,1,37.0,1,< 1 Year,No,71813.46,9.0,264
3606,Male,62,1,34.0,1,> 2 Years,No,58681.73,61.0,269
2616,Female,32,1,46.0,0,1-2 Year,No,50823.9,69.0,154
18275,Female,60,1,20.0,1,> 2 Years,No,38425.46,37.0,59
18001,Male,60,1,36.0,0,< 1 Year,Yes,78584.8,158.0,224
18022,Female,58,1,5.0,1,< 1 Year,No,34126.73,8.0,156
14346,Male,25,0,26.0,1,> 2 Years,No,64652.38,58.0,237
1082,Male,27,1,41.0,1,< 1 Year,Yes,56903.13,36.0,42
6239,Male,68,1,46.0,1,1-2 Year,No,65525.81,115.0,267
13615,Female,19,1,5.0,1,< 1 Year,Yes,52175.43,133.0,160
17052,Female,57,1,46.0,1,> 2 Years,Yes,77670.62,141.0,242
4404,Male,68,1,28.0,1,> 2 Years,No,39099.67,135.0,289
3795,Male,32,1,16.0,0,> 2 Years,Yes,30309.85,99.0,229
13908,Male,37,1,23.0,1,1-2 Year,Yes,63423.8,53.0,66
6768,Female,52,1,7.0,0,> 2 Years,Yes,59214.07,130.0,134
10569,Female,24,1,34.0,0,1-2 Year,Yes,71793.5,59.0,51
9440,Female,65,0,20.0,0,< 1 Year,Yes,21290.78,121.0,242
19835,Male,55,0,27.0,1,1-2 Year,Yes,57878.76,125.0,215
17239,Male,69,1,1.0,0,< 1 Year,No,66222.68,132.0,167
1484,Male,21,1,51.0,0,1-2 Year,No,55957.34,56.0,15
17002,Male,40,1,46.0,0,1-2 Year,No,59789.49,76.0,172
17936,Female,51,1,52.0,1,> 2 Years,No,49972.17,141.0,164
11478,Female,29,1,29.0,0,> 2 Years,No,44839.53,26.0,208
9501,Male,36,0,32.0,0,> 2 Years,Yes,36409.28,92.0,223
10228,Male,68,1,1.0,0,1-2 Year,No,53824.33,93.0,31
15742,Female,33,1,15.0,0,< 1 Year,No,56096.18,12.0,171
6623,Female,32,1,52.0,0,< 1 Year,Yes,77415.6,65.0,202
595,Female,47,1,27.0,1,> 2 Years,No,28715.5,128.0,52
15111,Male,63,1,12.0,1,< 1 Year,No,77800.16,64.0,177
4834,Female,54,0,45.0,1,> 2 Years,No,29479.04,139.0,58
18845,Male,42,1,40.0,1,> 2 Years,Yes,64699.91,109.0,245
13928,Female,36,1,20.0,1,< 1 Year,No,69259.69,32.0,171
15930,Female,27,1,52.0,1,< 1 Year,No,55317.43,65.0,195
2617,Female,23,1,16.0,0,< 1 Year,Yes,64909.06,129.0,256
5215,Female,55,1,37.0,1,1-2 Year,No,25489.62,54.0,59
11530,Female,48,1,42.0,1,1-2 Year,Yes,46520.87,17.0,255
11738,Male,53,1,40.0,0,> 2 Years,No,55960.38,150.0,56
15694,Female,24,1,5.0,1,< 1 Year,Yes,30037.19,128.0,193
8620,Female,26,1,41.0,0,> 2 Years,Yes,23217.26,99.0,252
4316,Male,25,1,31.0,1,< 1 Year,No,61626.02,137.0,221
13589,Female,55,1,26.0,1,> 2 Years,No,64915.69,80.0,241
17593,Female,66,1,32.0,1,1-2 Year,No,23177.56,106.0,109
313,Female,67,1,12.0,0,< 1 Year,No,32977.07,79.0,179
904,Male,40,0,3.0,0,< 1 Year,No,78101.88,134.0,262
2810,Female,46,1,49.0,1,> 2 Years,Yes,69030.68,86.0,33
10172,Male,43,1,32.0,0,1-2 Year,No,71962.83,26.0,142
2490,Male,53,1,48.0,1,< 1 Year,Yes,47745.3,23.0,119
5217,Female,24,1,28.0,1,< 1 Year,No,59967.81,19.0,97
19530,Male,31,1,38.0,1,> 2 Years,No,60428.33,65.0,83
10628,Female,28,1,20.0,1,> 2 Years,No,63425.99,110.0,283
4680,Female,48,1,38.0,0,> 2 Years,No,47087.76,112.0,116
14639,Female,32,1,42.0,1,> 2 Years,Yes,74615.55,86.0,274
4732,Male,27,1,0.0,1,< 1 Year,Yes,25549.07,112.0,51
11372,Female,61,1,7.0,0,< 1 Year,Yes,73927.88,65.0,290
4142,Female,53,0,39.0,1,> 2 Years,Yes,26906.32,47.0,214
6583,Female,50,1,36.0,0,< 1 Year,No,62449.04,17.0,252
19011,Female,61,1,48.0,1,< 1 Year,No,35096.49,11.0,54
10663,Female,68,1,45.0,1,1-2 Year,No,25451.47,155.0,67
13261,Male,61,1,52.0,0,1-2 Year,No,23931.08,16.0,178
1668,Male,27,1,37.0,0,1-2 Year,No,23953.52,22.0,109
9370,Female,48,1,0.0,0,1-2 Year,Yes,52626.42,2.0,62
12010,Male,28,1,44.0,0,1-2 Year,Yes,23530.5,62.0,288
5303,Female,49,1,5.0,0,> 2 Years,No,75318.53,4.0,42
18537,Female,40,1,0.0,1,1-2 Year,No,32989.96,128.0,73
1584,Female,22,1,24.0,1,> 2 Years,Yes,53661.29,8.0,97
12251,Female,58,1,27.0,1,> 2 Years,No,21723.89,151.0,214
15209,Female,50,1,11.0,1,1-2 Year,Yes,50707.96,47.0,164
16005,Male,35,1,27.0,1,> 2 Years,No,31528.81,87.0,137
6719,Female,41,1,39.0,1,< 1 Year,No,40738.35,110.0,31
18933,Male,43,1,45.0,0,< 1 Year,No,74706.91,2.0,191
4540,Female,64,1,25.0,1,< 1 Year,No,63613.31,154.0,163
16056,Male,19,1,9.0,1,> 2 Years,No,73925.06,23.0,191
17888,Male,50,1,26.0,0,1-2 Year,Yes,24665.93,141.0,6
2553,Male,25,1,30.0,1,< 1 Year,No,53256.81,62.0,231
2187,Male,50,1,35.0,0,1-2 Year,Yes,60798.7,134.0,73
1354,Female,62,1,51.0,1,1-2 Year,No,74675.55,17.0,54
12899,Female,39,1,22.0,0,1-2 Year,Yes,74244.74,87.0,48
13360,Female,50,1,29.0,1,> 2 Years,No,31408.92,69.0,270
9798,Female,18,1,16.0,0,1-2 Year,Yes,32013.72,158.0,164
5548,Female,18,1,41.0,1,< 1 Year,No,63097.24,21.0,116
3262,Female,24,1,20.0,1,1-2 Year,Yes,77511.32,106.0,273
3500,Female,21,1,36.0,1,< 1 Year,Yes,41266.7,116.0,112
9275,Female,27,1,20.0,1,1-2 Year,No,54116.88,12.0,201
9418,Female,29,1,1.0,0,> 2 Years,Yes,48190.0,53.0,207
18726,Male,57,1,47.0,1,1-2 Year,No,28248.36,51.0,235
17280,Female,28,1,47.0,0,1-2 Year,No,61984.68,78.0,91
8434,Female,47,1,40.0,0,> 2 Years,No,64427.28,7.0,103
11304,Female,35,1,42.0,1,< 1 Year,No,60327.42,9.0,144
8789,Male,53,1,6.0,0,1-2 Year,Yes,25508.54,20.0,16
15923,Male,49,1,48.0,0,> 2 Years,No,25909.11,94.0,278
8958,Female,67,1,46.0,0,> 2 Years,No,62380.7,160.0,25
2384,Female,54,1,5.0,0,> 2 Years,No,27956.77,6.0,63
9696,Female,35,1,24.0,0,> 2 Years,Yes,69990.19,121.0,21
12312,Male,55,1,29.0,1,> 2 Years,Yes,36639.98,13.0,174
3074,Male,40,1,15.0,0,> 2 Years,Yes,56235.28,140.0,97
17259,Male,53,1,40.0,1,> 2 Years,No,28293.22,95.0,116
3726,Female,38,1,32.0,0,> 2 Years,No,79689.26,58.0,1
6799,Female,36,1,15.0,1,> 2 Years,Yes,45804.03,1.0,30
9928,Male,54,1,16.0,1,1-2 Year,No,60281.06,15.0,284
5661,Male,30,1,46.0,1,< 1 Year,No,59538.97,40.0,298
11855,Male,28,1,29.0,0,< 1 Year,Yes,76537.52,23.0,36
15342,Female,32,0,19.0,1,> 2 Years,No,49240.42,118.0,28
18152,Female,64,1,38.0,1,< 1 Year,No,43696.07,34.0,47
1721,Female,62,1,48.0,1,1-2 Year,No,68008.92,105.0,43
8881,Female,30,1,1.0,0,> 2 Years,Yes,46954.11,22.0,260
16043,Male,23,1,49.0,0,> 2 Years,Yes,75203.38,62.0,296
9449,Male,26,1,21.0,1,1-2 Year,Yes,45577.69,135.0,180
1136,Male,31,1,30.0,1,> 2 Years,No,51519.81,17.0,282
2912,Male,61,1,31.0,1,< 1 Year,No,50504.25,155.0,15
8781,Male,32,1,50.0,1,< 1 Year,Yes,61274.36,10.0,119
17214,Male,32,1,31.0,0,< 1 Year,No,20913.11,86.0,220
15020,Female,51,1,27.0,0,> 2 Years,Yes,70199.27,120.0,269
15318,Male,50,1,22.0,1,< 1 Year,No,38141.46,51.0,195
4136,Male,62,0,16.0,1,> 2 Years,No,24341.25,93.0,146
13667,Female,31,1,51.0,0,1-2 Year,Yes,75086.18,100.0,152
5377,Male,33,1,41.0,0,1-2 Year,Yes,36480.42,155.0,19
2168,Male,67,0,18.0,0,> 2 Years,Yes,26742.01,58.0,269
8546,Female,52,1,4.0,0,> 2 Years,Yes,29422.58,17.0,147
18522,Male,31,1,49.0,1,< 1 Year,Yes,29497.56,106.0,220
15928,Female,51,1,35.0,0,< 1 Year,No,45175.15,157.0,205
18037,Female,44,1,51.0,0,1-2 Year,Yes,50164.29,32.0,128
16477,Female,23,1,39.0,0,< 1 Year,No,37326.49,42.0,70
12982,Male,34,1,37.0,1,> 2 Years,Yes,33432.06,116.0,59
17644,Female,35,1,31.0,1,1-2 Year,No,37786.63,48.0,231
8746,Female,59,1,23.0,1,< 1 Year,Yes,20058.43,141.0,184
14876,Male,33,1,21.0,0,< 1 Year,No,46919.83,100.0,95
2538,Female,23,0,2.0,0,< 1 Year,Yes,77965.99,17.0,249
19942,Female,68,1,45.0,0,> 2 Years,Yes,40879.39,76.0,26
10817,Female,63,1,9.0,0,1-2 Year,No,42412.48,4.0,208
723,Female,31,1,10.0,1,< 1 Year,Yes,56849.59,51.0,200
19506,Female,67,1,2.0,0,< 1 Year,Yes,64021.96,95.0,19
15054,Female,44,1,52.0,0,< 1 Year,No,64980.2,163.0,246
15505,Male,49,1,5.0,1,1-2 Year,Yes,39510.87,86.0,137
10967,Female,49,1,13.0,1,> 2 Years,Yes,42483.88,95.0,133
16985,Female,46,0,18.0,1,> 2 Years,No,79351.79,59.0,239
14781,Female,61,1,3.0,0,1-2 Year,Yes,65440.02,6.0,87
17621,Male,33,1,17.0,0,1-2 Year,Yes,36426.78,81.0,215
10639,Female,48,1,9.0,1,1-2 Year,No,66262.48,114.0,206
19798,Male,31,1,3.0,1,1-2 Year,Yes,29085.68,124.0,165
6697,Male,65,1,32.0,0,< 1 Year,Yes,48908.06,150.0,118
4563,Male,68,1,10.0,1,< 1 Year,No,39087.36,116.0,217
1185,Female,59,1,43.0,0,< 1 Year,Yes,56736.38,124.0,75
5061,Female,55,1,22.0,0,1-2 Year,No,76060.23,82.0,248
1566,Male,42,1,29.0,1,> 2 Years,Yes,22533.5,1.0,51
16191,Male,39,1,29.0,1,1-2 Year,No,54058.9,156.0,260
12625,Female,18,1,51.0,1,< 1 Year,No,62971.37,70.0,273
5783,Female,69,1,47.0,1,> 2 Years,No,74762.92,146.0,121
6325,Female,69,1,19.0,1,1-2 Year,No,41398.33,70.0,208
14759,Male,28,1,26.0,1,< 1 Year,Yes,22184.69,13.0,50
4579,Female,41,1,32.0,1,1-2 Year,Yes,22872.62,36.0,155
5478,Female,43,1,22.0,1,1-2 Year,Yes,44062.52,17.0,119
6904,Male,20,1,43.0,0,1-2 Year,Yes,29734.59,74.0,227
11980,Female,63,1,28.0,1,> 2 Years,No,32235.07,145.0,90
14914,Male,31,1,50.0,1,< 1 Year,Yes,41931.54,63.0,211
11735,Male,41,1,31.0,0,< 1 Year,No,32812.47,60.0,94
8591,Female,37,1,36.0,0,> 2 Years,No,74033.45,138.0,104
2288,Male,40,1,37.0,1,< 1 Year,No,38220.65,117.0,247
16012,Female,44,1,42.0,1,1-2 Year,No,36153.0,8.0,106
13961,Female,39,1,18.0,1,> 2 Years,Yes,42609.93,137.0,142
14417,Male,58,1,9.0,1,> 2 Years,Yes,53434.67,49.0,184
17316,Female,54,1,5.0,0,< 1 Year,Yes,27763.61,159.0,78
14171,Female,23,0,33.0,0,1-2 Year,No,48501.44,76.0,174
5829,Female,33,1,25.0,1,> 2 Years,Yes,50891.99,154.0,93
3677,Female,42,1,13.0,1,< 1 Year,Yes,37392.86,20.0,193
18597,Female,63,1,12.0,1,1-2 Year,Yes,73173.95,121.0,100
17079,Female,22,0,14.0,0,< 1 Year,Yes,60110.28,100.0,278
14642,Female,28,1,15.0,1,> 2 Years,Yes,25214.87,45.0,17
19476,Male,56,0,1.0,0,> 2 Years,Yes,57824.98,145.0,4
8614,Female,23,1,12.0,1,< 1 Year,No,73653.2,110.0,183
13244,Female,46,1,44.0,1,> 2 Years,Yes,68919.21,132.0,189
17199,Male,32,1,23.0,0,< 1 Year,Yes,75869.27,103.0,18
1206,Female,68,1,50.0,0,> 2 Years,Yes,43272.86,3.0,197
12266,Male,52,1,27.0,1,1-2 Year,Yes,60163.79,163.0,208
1557,Female,67,1,26.0,0,> 2 Years,No,36418.74,47.0,83
14047,Male,61,1,25.0,1,> 2 Years,No,26901.98,126.0,293
6324,Male,62,1,23.0,0,1-2 Year,No,55451.89,12.0,199
19535,Female,40,1,3.0,0,1-2 Year,Yes,25580.79,89.0,299
7821,Male,34,1,33.0,0,> 2 Years,Yes,42980.73,86.0,22
993,Female,32,0,43.0,0,1-2 Year,Yes,77820.5,62.0,139
6348,Male,31,1,37.0,0,1-2 Year,No,77471.2,80.0,173
9126,Male,38,1,22.0,1,< 1 Year,No,77126.94,131.0,94
7670,Male,25,1,5.0,0,> 2 Years,Yes,76071.41,62.0,294
2308,Female,56,1,47.0,1,1-2 Year,No,69962.59,105.0,95
3894,Male,69,1,37.0,1,1-2 Year,Yes,45282.36,13.0,54
7556,Female,58,1,6.0,0,1-2 Year,Yes,40194.16,61.0,55
14291,Male,53,0,37.0,1,< 1 Year,Yes,53465.64,119.0,171
19265,Male,65,1,26.0,1,> 2 Years,No,76440.4,159.0,225
3117,Male,41,1,31.0,1,> 2 Years,Yes,39070.67,70.0,118
5088,Male,52,1,3.0,0,> 2 Years,Yes,23853.26,13.0,59
14314,Female,42,1,46.0,1,> 2 Years,No,32122.85,145.0,280
9235,Female,63,1,0.0,1,1-2 Year,No,47933.63,140.0,44
1267,Male,47,1,4.0,0,1-2 Year,No,75451.98,126.0,35
2659,Male,56,1,51.0,0,1-2 Year,Yes,59485.88,157.0,148
9495,Female,39,1,25.0,1,1-2 Year,Yes,22041.18,126.0,9
17713,Male,21,0,12.0,0,> 2 Years,No,34720.37,98.0,117
4071,Male,20,1,40.0,1,1-2 Year,No,54279.12,154.0,262
12520,Female,49,1,18.0,1,> 2 Years,Yes,32554.75,94.0,279
180,Male,34,1,23.0,0,> 2 Years,No,48458.41,78.0,8
19891,Male,32,1,39.0,0,1-2 Year,Yes,57011.76,83.0,125
5620,Female,59,1,7.0,0,> 2 Years,Yes,59904.11,154.0,192
15392,Male,30,1,3.0,1,1-2 Year,No,29699.48,73.0,64
18286,Female,51,1,22.0,1,< 1 Year,No,33925.13,141.0,52
19896,Female,38,1,9.0,1,1-2 Year,No,33760.62,19.0,53
13423,Male,55,1,42.0,1,< 1 Year,No,55802.91,43.0,75
15171,Male,54,1,20.0,0,< 1 Year,Yes,31731.52,114.0,5
8681,Male,66,1,29.0,0,1-2 Year,Yes,38408.56,32.0,42
18245,Male,69,1,40.0,1,1-2 Year,Yes,70030.66,131.0,29
11188,Female,42,1,45.0,1,1-2 Year,Yes,39352.79,87.0,22
1383,Male,47,0,42.0,0,1-2 Year,No,31076.91,48.0,278
463,Female,45,1,11.0,0,> 2 Years,Yes,56852.95,153.0,245
6436,Male,30,1,12.0,0,1-2 Year,No,57009.54,97.0,92
16619,Male,27,1,52.0,0,> 2 Years,Yes,23643.9,15.0,255
747,Male,29,1,22.0,0,> 2 Years,No,75165.69,107.0,283
12090,Male,42,1,16.0,1,< 1 Year,Yes,45406.48,118.0,23
724,Male,41,0,40.0,1,1-2 Year,No,47504.15,98.0,21
74,Female,25,0,51.0,1,1-2 Year,No,44249.26,82.0,264
8601,Male,60,1,37.0,0,> 2 Years,Yes,46090.9,14.0,270
1317,Female,29,1,46.0,0,> 2 Years,No,24213.91,12.0,209
13322,Female,43,1,41.0,1,> 2 Years,Yes,46730.57,33.0,7
9153,Female,36,1,45.0,1,> 2 Years,No,72925.11,117.0,46
12948,Male,40,1,1.0,0,1-2 Year,Yes,59964.15,99.0,287
5527,Male,55,1,45.0,1,1-2 Year,Yes,51072.29,160.0,253
13004,Male,43,1,49.0,0,< 1 Year,No,67804.7,20.0,201
7676,Male,63,0,44.0,0,> 2 Years,No,25976.85,74.0,101
17209,Female,33,1,31.0,1,1-2 Year,No,34300.81,12.0,126
7084,Female,32,1,17.0,0,< 1 Year,Yes,23782.52,35.0,297
13312,Male,41,1,29.0,0,1-2 Year,No,53737.26,2.0,220
13764,Female,38,1,38.0,0,< 1 Year,Yes,60674.02,88.0,64
7579,Male,51,1,33.0,1,> 2 Years,Yes,48770.78,12.0,245
5858,Female,61,0,2.0,1,1-2 Year,No,28333.38,156.0,162
10419,Female,35,0,45.0,1,< 1 Year,Yes,45025.74,126.0,222
8439,Female,35,1,36.0,1,< 1 Year,No,68438.16,155.0,199
17070,Female,52,0,33.0,0,> 2 Years,No,40644.82,14.0,46
8573,Male,55,1,37.0,0,> 2 Years,No,75490.18,147.0,284
13831,Male,58,1,22.0,0,1-2 Year,No,62660.29,23.0,237
16197,Female,68,1,41.0,1,< 1 Year,Yes,70971.94,14.0,183
6497,Female,50,1,17.0,1,1-2 Year,No,46278.93,114.0,238
13381,Male,50,1,33.0,0,> 2 Years,Yes,23102.95,113.0,210
11734,Male,68,0,37.0,0,< 1 Year,Yes,47293.3,31.0,48
11181,Female,18,1,14.0,1,< 1 Year,No,67885.62,53.0,291
5950,Male,33,0,29.0,0,> 2 Years,No,60472.46,90.0,225
19186,Female,34,1,18.0,1,1-2 Year,Yes,51511.92,76.0,139
5759,Male,42,1,26.0,0,> 2 Years,Yes,51189.05,99.0,82
10442,Female,50,1,18.0,0,< 1 Year,Yes,20549.66,74.0,103
14056,Female,21,1,1.0,0,< 1 Year,No,22237.16,54.0,266
4555,Male,23,1,22.0,0,> 2 Years,No,45460.57,105.0,56
424,Male,47,1,27.0,1,> 2 Years,Yes,51813.13,103.0,82
7202,Male,46,0,6.0,0,> 2 Years,Yes,24525.7,29.0,26
1564,Female,45,1,2.0,0,< 1 Year,Yes,20240.46,23.0,92
5409,Male,59,1,21.0,0,> 2 Years,Yes,53720.39,106.0,90
1059,Female,39,1,45.0,1,1-2 Year,No,71305.48,153.0,11
14033,Male,54,1,0.0,0,1-2 Year,No,73478.98,51.0,129
1516,Female,61,1,31.0,0,> 2 Years,Yes,40271.25,123.0,20
3126,Female,68,1,52.0,1,1-2 Year,No,47109.95,100.0,97
10631,Female,61,1,17.0,1,1-2 Year,Yes,58254.28,26.0,4
209,Female,45,1,47.0,0,1-2 Year,No,40500.63,100.0,272
18814,Male,33,0,35.0,0,1-2 Year,No,51236.38,133.0,102
10995,Male,59,1,17.0,0,1-2 Year,Yes,38380.39,96.0,43
5975,Male,66,1,6.0,0,1-2 Year,Yes,34865.87,136.0,219
6564,Male,43,1,20.0,0,> 2 Years,No,32955.25,90.0,232
3460,Female,51,1,40.0,0,1-2 Year,No,57016.0,18.0,154
2629,Female,22,1,25.0,0,> 2 Years,Yes,37377.18,35.0,127
264,Male,39,1,3.0,1,< 1 Year,No,77858.39,22.0,194
10559,Male,28,1,44.0,1,> 2 Years,No,78328.67,87.0,148
547,Male,47,1,31.0,0,> 2 Years,No,29612.7,107.0,103
12927,Female,57,1,0.0,1,< 1 Year,No,22429.31,156.0,184
8216,Male,28,0,33.0,1,< 1 Year,No,53351.9,136.0,171
3758,Female,59,1,23.0,0,1-2 Year,No,38469.71,133.0,186
7476,Female,25,1,7.0,0,1-2 Year,No,31600.35,99.0,183
721,Female,51,1,3.0,0,> 2 Years,No,33832.1,157.0,187
2580,Female,52,1,5.0,1,1-2 Year,Yes,69536.13,114.0,46
9701,Male,68,1,3.0,0,1-2 Year,No,34063.36,17.0,140
5339,Female,64,1,22.0,1,1-2 Year,No,47547.86,3.0,77
10752,Male,18,1,51.0,1,< 1 Year,No,38206.53,92.0,259
9862,Female,53,1,37.0,1,> 2 Years,Yes,69558.62,80.0,168
645,Female,22,1,25.0,1,1-2 Year,Yes,29909.73,17.0,49
10576,Male,68,0,11.0,0,1-2 Year,No,67103.76,86.0,294
4408,Female,59,1,1.0,1,> 2 Years,No,40173.58,121.0,113
18440,Female,49,0,19.0,1,> 2 Years,Yes,38168.85,142.0,41
1714,Male,54,1,18.0,0,> 2 Years,Yes,59671.21,10.0,51
12793,Female,43,1,38.0,0,< 1 Year,No,46238.94,117.0,171
3401,Female,23,1,51.0,1,< 1 Year,Yes,45409.68,96.0,100
14836,Male,27,1,15.0,0,> 2 Years,No,51480.99,21.0,31
11835,Female,39,1,44.0,0,< 1 Year,No,30808.0,14.0,233
8125,Female,39,1,46.0,1,< 1 Year,No,47908.36,95.0,104
10949,Male,63,1,45.0,0,> 2 Years,No,53184.53,126.0,176
19520,Male,55,0,51.0,1,< 1 Year,Yes,60968.07,132.0,134
583,Female,42,0,9.0,1,> 2 Years,Yes,72536.74,103.0,86
11308,Male,20,1,36.0,0,< 1 Year,No,44375.87,10.0,215
2203,Male,29,1,6.0,1,> 2 Years,No,50052.13,63.0,255
4615,Male,23,1,43.0,0,1-2 Year,Yes,59618.19,114.0,101
354,Female,40,1,35.0,1,1-2 Year,No,61898.99,88.0,102
5166,Female,28,1,15.0,0,1-2 Year,Yes,55462.61,47.0,251
8441,Female,62,1,27.0,1,1-2 Year,Yes,23271.69,22.0,96
13337,Female,56,1,6.0,1,< 1 Year,No,64700.44,33.0,108
14378,Female,59,1,41.0,0,> 2 Years,No,48677.44,45.0,267
7089,Male,36,1,29.0,1,1-2 Year,Yes,52678.27,37.0,259
8955,Female,30,1,24.0,1,1-2 Year,No,46063.0,159.0,256
9969,Female,57,1,41.0,1,1-2 Year,Yes,54210.36,93.0,107
10463,Female,34,1,2.0,1,< 1 Year,No,76647.09,39.0,142
11382,Male,20,1,31.0,0,< 1 Year,No,49471.61,141.0,116
18733,Male,22,1,19.0,1,> 2 Years,No,63278.65,102.0,207
